year,month,day,period,price_main,price_alt,timestamp,zone
2025,10,25,52,30.0,30.0,2025-10-25 12:45:00,Spain
2025,10,25,53,30.35,30.35,2025-10-25 13:00:00,Spain
2025,10,25,54,30.0,30.0,2025-10-25 13:15:00,Spain
2025,10,25,55,29.5,29.5,2025-10-25 13:30:00,Spain
2025,10,25,56,26.0,26.0,2025-10-25 13:45:00,Spain
2025,10,25,57,25.02,24.0,2025-10-25 14:00:00,Spain
2025,10,25,58,25.02,22.2,2025-10-25 14:15:00,Spain
2025,10,25,59,25.02,22.08,2025-10-25 14:30:00,Spain
2025,10,25,60,25.02,16.79,2025-10-25 14:45:00,Spain
2025,10,25,61,25.02,16.68,2025-10-25 15:00:00,Spain
2025,10,25,62,25.02,16.46,2025-10-25 15:15:00,Spain
2025,10,25,63,25.02,16.46,2025-10-25 15:30:00,Spain
2025,10,25,64,25.02,16.46,2025-10-25 15:45:00,Spain
2025,10,25,65,25.02,16.57,2025-10-25 16:00:00,Spain
2025,10,25,66,25.02,16.68,2025-10-25 16:15:00,Spain
2025,10,25,67,25.02,16.79,2025-10-25 16:30:00,Spain
2025,10,25,68,25.02,22.2,2025-10-25 16:45:00,Spain
2025,10,25,69,26.35,26.35,2025-10-25 17:00:00,Spain
2025,10,25,70,40.0,40.0,2025-10-25 17:15:00,Spain
2025,10,25,71,55.5,55.5,2025-10-25 17:30:00,Spain
2025,10,25,72,66.32,66.32,2025-10-25 17:45:00,Spain
2025,10,25,73,67.07,67.07,2025-10-25 18:00:00,Spain
2025,10,25,74,83.28,83.28,2025-10-25 18:15:00,Spain
2025,10,25,75,97.04,97.04,2025-10-25 18:30:00,Spain
2025,10,25,76,106.95,106.95,2025-10-25 18:45:00,Spain
2025,10,25,77,107.44,107.44,2025-10-25 19:00:00,Spain
2025,10,25,78,110.88,110.88,2025-10-25 19:15:00,Spain
2025,10,25,79,114.85,114.85,2025-10-25 19:30:00,Spain
2025,10,25,80,119.31,119.31,2025-10-25 19:45:00,Spain
2025,10,25,81,119.31,119.31,2025-10-25 20:00:00,Spain
2025,10,25,82,127.66,127.66,2025-10-25 20:15:00,Spain
2025,10,25,83,131.32,131.32,2025-10-25 20:30:00,Spain
2025,10,25,84,127.66,127.66,2025-10-25 20:45:00,Spain
2025,10,25,85,119.31,119.31,2025-10-25 21:00:00,Spain
2025,10,25,86,117.46,117.46,2025-10-25 21:15:00,Spain
2025,10,25,87,111.96,111.96,2025-10-25 21:30:00,Spain
2025,10,25,88,107.44,107.44,2025-10-25 21:45:00,Spain
2025,10,25,89,110.0,110.0,2025-10-25 22:00:00,Spain
2025,10,25,90,106.95,106.95,2025-10-25 22:15:00,Spain
2025,10,25,91,105.35,105.35,2025-10-25 22:30:00,Spain
2025,10,25,92,104.55,104.55,2025-10-25 22:45:00,Spain
2025,10,25,93,105.17,105.17,2025-10-25 23:00:00,Spain
2025,10,25,94,100.0,100.0,2025-10-25 23:15:00,Spain
2025,10,25,95,97.52,97.52,2025-10-25 23:30:00,Spain
2025,10,25,96,96.41,96.41,2025-10-25 23:45:00,Spain
2025,10,29,1,92.05,92.05,2025-10-29 00:00:00,Spain
2025,10,29,2,90.01,90.01,2025-10-29 00:15:00,Spain
2025,10,29,3,88.0,88.0,2025-10-29 00:30:00,Spain
2025,10,29,4,85.01,85.01,2025-10-29 00:45:00,Spain
2025,10,29,5,87.51,87.51,2025-10-29 01:00:00,Spain
2025,10,29,6,84.5,84.5,2025-10-29 01:15:00,Spain
2025,10,29,7,82.76,82.76,2025-10-29 01:30:00,Spain
2025,10,29,8,82.51,82.51,2025-10-29 01:45:00,Spain
2025,10,29,9,80.07,80.07,2025-10-29 02:00:00,Spain
2025,10,29,10,80.01,80.01,2025-10-29 02:15:00,Spain
2025,10,29,11,80.01,80.01,2025-10-29 02:30:00,Spain
2025,10,29,12,80.01,80.01,2025-10-29 02:45:00,Spain
2025,10,29,13,78.86,78.86,2025-10-29 03:00:00,Spain
2025,10,29,14,77.15,77.15,2025-10-29 03:15:00,Spain
2025,10,29,15,74.99,74.99,2025-10-29 03:30:00,Spain
2025,10,29,16,74.99,74.99,2025-10-29 03:45:00,Spain
2025,10,29,17,77.27,77.27,2025-10-29 04:00:00,Spain
2025,10,29,18,77.0,77.0,2025-10-29 04:15:00,Spain
2025,10,29,19,80.0,80.0,2025-10-29 04:30:00,Spain
2025,10,29,20,80.01,80.01,2025-10-29 04:45:00,Spain
2025,10,29,21,80.07,80.07,2025-10-29 05:00:00,Spain
2025,10,29,22,81.01,81.01,2025-10-29 05:15:00,Spain
2025,10,29,23,83.27,83.27,2025-10-29 05:30:00,Spain
2025,10,29,24,85.01,85.01,2025-10-29 05:45:00,Spain
2025,10,29,25,85.0,85.0,2025-10-29 06:00:00,Spain
2025,10,29,26,87.04,87.04,2025-10-29 06:15:00,Spain
2025,10,29,27,90.0,90.0,2025-10-29 06:30:00,Spain
2025,10,29,28,99.0,99.0,2025-10-29 06:45:00,Spain
2025,10,29,29,105.93,105.93,2025-10-29 07:00:00,Spain
2025,10,29,30,107.68,107.68,2025-10-29 07:15:00,Spain
2025,10,29,31,110.41,110.41,2025-10-29 07:30:00,Spain
2025,10,29,32,109.29,109.29,2025-10-29 07:45:00,Spain
2025,10,29,33,116.49,116.49,2025-10-29 08:00:00,Spain
2025,10,29,34,112.36,112.36,2025-10-29 08:15:00,Spain
2025,10,29,35,109.56,109.56,2025-10-29 08:30:00,Spain
2025,10,29,36,108.4,108.4,2025-10-29 08:45:00,Spain
2025,10,29,37,108.78,108.78,2025-10-29 09:00:00,Spain
2025,10,29,38,105.4,105.4,2025-10-29 09:15:00,Spain
2025,10,29,39,100.88,100.88,2025-10-29 09:30:00,Spain
2025,10,29,40,95.0,95.0,2025-10-29 09:45:00,Spain
2025,10,29,41,95.0,95.0,2025-10-29 10:00:00,Spain
2025,10,29,42,90.0,90.0,2025-10-29 10:15:00,Spain
2025,10,29,43,86.22,86.22,2025-10-29 10:30:00,Spain
2025,10,29,44,85.0,85.0,2025-10-29 10:45:00,Spain
2025,10,29,45,85.01,85.01,2025-10-29 11:00:00,Spain
2025,10,29,46,82.51,82.51,2025-10-29 11:15:00,Spain
2025,10,29,47,82.51,82.51,2025-10-29 11:30:00,Spain
2025,10,29,48,82.51,82.51,2025-10-29 11:45:00,Spain
2025,10,29,49,83.38,83.38,2025-10-29 12:00:00,Spain
2025,10,29,50,82.51,82.51,2025-10-29 12:15:00,Spain
2025,10,29,51,82.51,82.51,2025-10-29 12:30:00,Spain
2025,10,29,52,82.87,82.87,2025-10-29 12:45:00,Spain
2025,10,29,53,82.59,82.59,2025-10-29 13:00:00,Spain
2025,10,29,54,85.01,85.01,2025-10-29 13:15:00,Spain
2025,10,29,55,85.01,85.01,2025-10-29 13:30:00,Spain
2025,10,29,56,87.86,87.86,2025-10-29 13:45:00,Spain
2025,10,29,57,85.01,85.01,2025-10-29 14:00:00,Spain
2025,10,29,58,87.51,87.51,2025-10-29 14:15:00,Spain
2025,10,29,59,100.2,100.2,2025-10-29 14:30:00,Spain
2025,10,29,60,106.12,106.12,2025-10-29 14:45:00,Spain
2025,10,29,61,95.0,95.0,2025-10-29 15:00:00,Spain
2025,10,29,62,103.77,103.77,2025-10-29 15:15:00,Spain
2025,10,29,63,106.09,106.09,2025-10-29 15:30:00,Spain
2025,10,29,64,107.2,107.2,2025-10-29 15:45:00,Spain
2025,10,29,65,106.07,106.07,2025-10-29 16:00:00,Spain
2025,10,29,66,107.2,107.2,2025-10-29 16:15:00,Spain
2025,10,29,67,108.4,108.4,2025-10-29 16:30:00,Spain
2025,10,29,68,112.36,112.36,2025-10-29 16:45:00,Spain
2025,10,29,69,113.98,113.98,2025-10-29 17:00:00,Spain
2025,10,29,70,116.49,116.49,2025-10-29 17:15:00,Spain
2025,10,29,71,132.0,132.0,2025-10-29 17:30:00,Spain
2025,10,29,72,131.73,131.73,2025-10-29 17:45:00,Spain
2025,10,29,73,129.14,129.14,2025-10-29 18:00:00,Spain
2025,10,29,74,135.2,135.2,2025-10-29 18:15:00,Spain
2025,10,29,75,136.66,136.66,2025-10-29 18:30:00,Spain
2025,10,29,76,148.29,148.29,2025-10-29 18:45:00,Spain
2025,10,29,77,144.0,144.0,2025-10-29 19:00:00,Spain
2025,10,29,78,150.01,150.01,2025-10-29 19:15:00,Spain
2025,10,29,79,156.58,156.58,2025-10-29 19:30:00,Spain
2025,10,29,80,158.93,158.93,2025-10-29 19:45:00,Spain
2025,10,29,81,158.93,158.93,2025-10-29 20:00:00,Spain
2025,10,29,82,160.21,160.21,2025-10-29 20:15:00,Spain
2025,10,29,83,160.21,160.21,2025-10-29 20:30:00,Spain
2025,10,29,84,160.21,160.21,2025-10-29 20:45:00,Spain
2025,10,29,85,157.43,157.43,2025-10-29 21:00:00,Spain
2025,10,29,86,153.78,153.78,2025-10-29 21:15:00,Spain
2025,10,29,87,144.0,144.0,2025-10-29 21:30:00,Spain
2025,10,29,88,135.2,135.2,2025-10-29 21:45:00,Spain
2025,10,29,89,135.2,135.2,2025-10-29 22:00:00,Spain
2025,10,29,90,128.65,128.65,2025-10-29 22:15:00,Spain
2025,10,29,91,123.0,123.0,2025-10-29 22:30:00,Spain
2025,10,29,92,117.14,117.14,2025-10-29 22:45:00,Spain
2025,10,29,93,119.68,116.19,2025-10-29 23:00:00,Spain
2025,10,29,94,117.14,111.67,2025-10-29 23:15:00,Spain
2025,10,29,95,117.14,108.96,2025-10-29 23:30:00,Spain
2025,10,29,96,115.56,108.16,2025-10-29 23:45:00,Spain
2025,11,3,1,92.1,92.1,2025-11-03 00:00:00,Spain
2025,11,3,2,90.1,90.1,2025-11-03 00:15:00,Spain
2025,11,3,3,87.5,87.5,2025-11-03 00:30:00,Spain
2025,11,3,4,86.14,86.14,2025-11-03 00:45:00,Spain
2025,11,3,5,84.56,84.56,2025-11-03 01:00:00,Spain
2025,11,3,6,83.69,83.69,2025-11-03 01:15:00,Spain
2025,11,3,7,83.64,83.64,2025-11-03 01:30:00,Spain
2025,11,3,8,83.4,83.4,2025-11-03 01:45:00,Spain
2025,11,3,9,83.16,83.16,2025-11-03 02:00:00,Spain
2025,11,3,10,82.98,82.98,2025-11-03 02:15:00,Spain
2025,11,3,11,82.92,82.92,2025-11-03 02:30:00,Spain
2025,11,3,12,82.92,82.92,2025-11-03 02:45:00,Spain
2025,11,3,13,82.68,82.68,2025-11-03 03:00:00,Spain
2025,11,3,14,82.44,82.44,2025-11-03 03:15:00,Spain
2025,11,3,15,82.44,82.44,2025-11-03 03:30:00,Spain
2025,11,3,16,82.68,82.68,2025-11-03 03:45:00,Spain
2025,11,3,17,82.44,82.44,2025-11-03 04:00:00,Spain
2025,11,3,18,82.68,82.68,2025-11-03 04:15:00,Spain
2025,11,3,19,82.98,82.98,2025-11-03 04:30:00,Spain
2025,11,3,20,83.16,83.16,2025-11-03 04:45:00,Spain
2025,11,3,21,83.64,83.64,2025-11-03 05:00:00,Spain
2025,11,3,22,83.69,83.69,2025-11-03 05:15:00,Spain
2025,11,3,23,85.37,85.37,2025-11-03 05:30:00,Spain
2025,11,3,24,91.33,91.33,2025-11-03 05:45:00,Spain
2025,11,3,25,94.97,94.97,2025-11-03 06:00:00,Spain
2025,11,3,26,102.79,102.79,2025-11-03 06:15:00,Spain
2025,11,3,27,105.0,105.0,2025-11-03 06:30:00,Spain
2025,11,3,28,110.07,110.07,2025-11-03 06:45:00,Spain
2025,11,3,29,118.67,118.67,2025-11-03 07:00:00,Spain
2025,11,3,30,123.89,123.89,2025-11-03 07:15:00,Spain
2025,11,3,31,140.39,140.39,2025-11-03 07:30:00,Spain
2025,11,3,32,149.39,149.39,2025-11-03 07:45:00,Spain
2025,11,3,33,143.19,143.19,2025-11-03 08:00:00,Spain
2025,11,3,34,118.67,118.67,2025-11-03 08:15:00,Spain
2025,11,3,35,105.55,105.55,2025-11-03 08:30:00,Spain
2025,11,3,36,87.51,87.51,2025-11-03 08:45:00,Spain
2025,11,3,37,90.51,90.51,2025-11-03 09:00:00,Spain
2025,11,3,38,82.68,82.68,2025-11-03 09:15:00,Spain
2025,11,3,39,65.0,65.0,2025-11-03 09:30:00,Spain
2025,11,3,40,45.37,45.37,2025-11-03 09:45:00,Spain
2025,11,3,41,50.0,50.0,2025-11-03 10:00:00,Spain
2025,11,3,42,37.77,37.77,2025-11-03 10:15:00,Spain
2025,11,3,43,30.05,30.05,2025-11-03 10:30:00,Spain
2025,11,3,44,18.74,18.74,2025-11-03 10:45:00,Spain
2025,11,3,45,28.54,28.54,2025-11-03 11:00:00,Spain
2025,11,3,46,19.14,19.14,2025-11-03 11:15:00,Spain
2025,11,3,47,16.68,16.68,2025-11-03 11:30:00,Spain
2025,11,3,48,15.52,15.52,2025-11-03 11:45:00,Spain
2025,11,3,49,16.79,16.79,2025-11-03 12:00:00,Spain
2025,11,3,50,16.65,16.65,2025-11-03 12:15:00,Spain
2025,11,3,51,16.79,16.79,2025-11-03 12:30:00,Spain
2025,11,3,52,15.73,15.73,2025-11-03 12:45:00,Spain
2025,11,3,53,15.16,15.16,2025-11-03 13:00:00,Spain
2025,11,3,54,12.86,12.86,2025-11-03 13:15:00,Spain
2025,11,3,55,12.87,12.87,2025-11-03 13:30:00,Spain
2025,11,3,56,14.0,14.0,2025-11-03 13:45:00,Spain
2025,11,3,57,14.25,14.25,2025-11-03 14:00:00,Spain
2025,11,3,58,16.68,16.68,2025-11-03 14:15:00,Spain
2025,11,3,59,19.71,19.71,2025-11-03 14:30:00,Spain
2025,11,3,60,23.84,23.84,2025-11-03 14:45:00,Spain
2025,11,3,61,18.99,18.99,2025-11-03 15:00:00,Spain
2025,11,3,62,35.9,25.33,2025-11-03 15:15:00,Spain
2025,11,3,63,39.72,39.72,2025-11-03 15:30:00,Spain
2025,11,3,64,50.55,50.55,2025-11-03 15:45:00,Spain
2025,11,3,65,45.0,45.0,2025-11-03 16:00:00,Spain
2025,11,3,66,51.07,51.07,2025-11-03 16:15:00,Spain
2025,11,3,67,72.51,72.51,2025-11-03 16:30:00,Spain
2025,11,3,68,83.4,83.4,2025-11-03 16:45:00,Spain
2025,11,3,69,85.37,85.37,2025-11-03 17:00:00,Spain
2025,11,3,70,103.9,103.9,2025-11-03 17:15:00,Spain
2025,11,3,71,111.82,111.82,2025-11-03 17:30:00,Spain
2025,11,3,72,140.39,140.39,2025-11-03 17:45:00,Spain
2025,11,3,73,118.67,118.67,2025-11-03 18:00:00,Spain
2025,11,3,74,123.27,123.27,2025-11-03 18:15:00,Spain
2025,11,3,75,129.0,129.0,2025-11-03 18:30:00,Spain
2025,11,3,76,129.19,129.19,2025-11-03 18:45:00,Spain
2025,11,3,77,140.39,140.39,2025-11-03 19:00:00,Spain
2025,11,3,78,150.0,150.0,2025-11-03 19:15:00,Spain
2025,11,3,79,150.01,150.01,2025-11-03 19:30:00,Spain
2025,11,3,80,150.01,150.01,2025-11-03 19:45:00,Spain
2025,11,3,81,157.15,157.15,2025-11-03 20:00:00,Spain
2025,11,3,82,155.34,155.34,2025-11-03 20:15:00,Spain
2025,11,3,83,150.01,150.01,2025-11-03 20:30:00,Spain
2025,11,3,84,143.19,143.19,2025-11-03 20:45:00,Spain
2025,11,3,85,150.0,150.0,2025-11-03 21:00:00,Spain
2025,11,3,86,135.01,135.01,2025-11-03 21:15:00,Spain
2025,11,3,87,121.69,121.69,2025-11-03 21:30:00,Spain
2025,11,3,88,115.26,115.26,2025-11-03 21:45:00,Spain
2025,11,3,89,110.5,110.5,2025-11-03 22:00:00,Spain
2025,11,3,90,105.0,105.0,2025-11-03 22:15:00,Spain
2025,11,3,91,100.24,100.24,2025-11-03 22:30:00,Spain
2025,11,3,92,93.37,93.37,2025-11-03 22:45:00,Spain
2025,11,3,93,96.74,96.74,2025-11-03 23:00:00,Spain
2025,11,3,94,94.5,94.5,2025-11-03 23:15:00,Spain
2025,11,3,95,90.0,90.0,2025-11-03 23:30:00,Spain
2025,11,3,96,86.14,86.14,2025-11-03 23:45:00,Spain
2025,11,7,1,65.55,65.55,2025-11-07 00:00:00,Spain
2025,11,7,2,62.52,62.52,2025-11-07 00:15:00,Spain
2025,11,7,3,57.26,57.26,2025-11-07 00:30:00,Spain
2025,11,7,4,52.52,52.52,2025-11-07 00:45:00,Spain
2025,11,7,5,55.01,55.01,2025-11-07 01:00:00,Spain
2025,11,7,6,54.1,54.1,2025-11-07 01:15:00,Spain
2025,11,7,7,52.86,52.86,2025-11-07 01:30:00,Spain
2025,11,7,8,49.66,49.66,2025-11-07 01:45:00,Spain
2025,11,7,9,54.1,54.1,2025-11-07 02:00:00,Spain
2025,11,7,10,50.0,50.0,2025-11-07 02:15:00,Spain
2025,11,7,11,49.66,49.66,2025-11-07 02:30:00,Spain
2025,11,7,12,45.0,45.0,2025-11-07 02:45:00,Spain
2025,11,7,13,42.0,42.0,2025-11-07 03:00:00,Spain
2025,11,7,14,38.17,38.17,2025-11-07 03:15:00,Spain
2025,11,7,15,35.91,35.91,2025-11-07 03:30:00,Spain
2025,11,7,16,34.73,34.73,2025-11-07 03:45:00,Spain
2025,11,7,17,34.56,34.56,2025-11-07 04:00:00,Spain
2025,11,7,18,33.0,33.0,2025-11-07 04:15:00,Spain
2025,11,7,19,33.0,33.0,2025-11-07 04:30:00,Spain
2025,11,7,20,34.46,34.46,2025-11-07 04:45:00,Spain
2025,11,7,21,38.0,38.0,2025-11-07 05:00:00,Spain
2025,11,7,22,40.67,40.67,2025-11-07 05:15:00,Spain
2025,11,7,23,45.01,45.01,2025-11-07 05:30:00,Spain
2025,11,7,24,49.66,49.66,2025-11-07 05:45:00,Spain
2025,11,7,25,58.98,58.98,2025-11-07 06:00:00,Spain
2025,11,7,26,61.08,61.08,2025-11-07 06:15:00,Spain
2025,11,7,27,63.55,63.55,2025-11-07 06:30:00,Spain
2025,11,7,28,68.33,68.33,2025-11-07 06:45:00,Spain
2025,11,7,29,68.67,68.67,2025-11-07 07:00:00,Spain
2025,11,7,30,79.89,79.89,2025-11-07 07:15:00,Spain
2025,11,7,31,84.76,84.76,2025-11-07 07:30:00,Spain
2025,11,7,32,87.5,87.5,2025-11-07 07:45:00,Spain
2025,11,7,33,98.66,98.66,2025-11-07 08:00:00,Spain
2025,11,7,34,94.92,94.92,2025-11-07 08:15:00,Spain
2025,11,7,35,90.0,90.0,2025-11-07 08:30:00,Spain
2025,11,7,36,81.99,81.99,2025-11-07 08:45:00,Spain
2025,11,7,37,85.0,85.0,2025-11-07 09:00:00,Spain
2025,11,7,38,75.59,75.59,2025-11-07 09:15:00,Spain
2025,11,7,39,65.0,65.0,2025-11-07 09:30:00,Spain
2025,11,7,40,61.8,61.8,2025-11-07 09:45:00,Spain
2025,11,7,41,62.52,62.52,2025-11-07 10:00:00,Spain
2025,11,7,42,60.99,60.99,2025-11-07 10:15:00,Spain
2025,11,7,43,55.68,55.68,2025-11-07 10:30:00,Spain
2025,11,7,44,51.2,51.2,2025-11-07 10:45:00,Spain
2025,11,7,45,51.5,51.5,2025-11-07 11:00:00,Spain
2025,11,7,46,50.0,50.0,2025-11-07 11:15:00,Spain
2025,11,7,47,50.0,50.0,2025-11-07 11:30:00,Spain
2025,11,7,48,45.32,45.32,2025-11-07 11:45:00,Spain
2025,11,7,49,50.0,50.0,2025-11-07 12:00:00,Spain
2025,11,7,50,46.25,46.25,2025-11-07 12:15:00,Spain
2025,11,7,51,50.0,50.0,2025-11-07 12:30:00,Spain
2025,11,7,52,48.75,48.75,2025-11-07 12:45:00,Spain
2025,11,7,53,43.62,43.62,2025-11-07 13:00:00,Spain
2025,11,7,54,43.5,43.5,2025-11-07 13:15:00,Spain
2025,11,7,55,41.34,41.34,2025-11-07 13:30:00,Spain
2025,11,7,56,43.62,43.62,2025-11-07 13:45:00,Spain
2025,11,7,57,45.0,45.0,2025-11-07 14:00:00,Spain
2025,11,7,58,50.0,50.0,2025-11-07 14:15:00,Spain
2025,11,7,59,50.93,50.93,2025-11-07 14:30:00,Spain
2025,11,7,60,54.1,54.1,2025-11-07 14:45:00,Spain
2025,11,7,61,54.1,54.1,2025-11-07 15:00:00,Spain
2025,11,7,62,58.84,58.84,2025-11-07 15:15:00,Spain
2025,11,7,63,61.8,61.8,2025-11-07 15:30:00,Spain
2025,11,7,64,64.67,64.67,2025-11-07 15:45:00,Spain
2025,11,7,65,64.67,64.67,2025-11-07 16:00:00,Spain
2025,11,7,66,74.07,74.07,2025-11-07 16:15:00,Spain
2025,11,7,67,87.52,87.52,2025-11-07 16:30:00,Spain
2025,11,7,68,91.5,91.5,2025-11-07 16:45:00,Spain
2025,11,7,69,84.47,84.47,2025-11-07 17:00:00,Spain
2025,11,7,70,92.0,92.0,2025-11-07 17:15:00,Spain
2025,11,7,71,96.61,96.61,2025-11-07 17:30:00,Spain
2025,11,7,72,104.12,104.12,2025-11-07 17:45:00,Spain
2025,11,7,73,101.58,101.58,2025-11-07 18:00:00,Spain
2025,11,7,74,104.01,104.01,2025-11-07 18:15:00,Spain
2025,11,7,75,110.0,110.0,2025-11-07 18:30:00,Spain
2025,11,7,76,112.52,112.52,2025-11-07 18:45:00,Spain
2025,11,7,77,106.94,106.94,2025-11-07 19:00:00,Spain
2025,11,7,78,110.0,110.0,2025-11-07 19:15:00,Spain
2025,11,7,79,106.67,106.67,2025-11-07 19:30:00,Spain
2025,11,7,80,106.67,106.67,2025-11-07 19:45:00,Spain
2025,11,7,81,103.96,103.96,2025-11-07 20:00:00,Spain
2025,11,7,82,103.96,103.96,2025-11-07 20:15:00,Spain
2025,11,7,83,103.96,103.96,2025-11-07 20:30:00,Spain
2025,11,7,84,100.95,100.95,2025-11-07 20:45:00,Spain
2025,11,7,85,100.07,100.07,2025-11-07 21:00:00,Spain
2025,11,7,86,98.12,98.12,2025-11-07 21:15:00,Spain
2025,11,7,87,95.0,95.0,2025-11-07 21:30:00,Spain
2025,11,7,88,91.22,91.22,2025-11-07 21:45:00,Spain
2025,11,7,89,87.52,87.52,2025-11-07 22:00:00,Spain
2025,11,7,90,85.0,85.0,2025-11-07 22:15:00,Spain
2025,11,7,91,85.01,85.01,2025-11-07 22:30:00,Spain
2025,11,7,92,85.0,85.0,2025-11-07 22:45:00,Spain
2025,11,7,93,80.0,80.0,2025-11-07 23:00:00,Spain
2025,11,7,94,75.0,75.0,2025-11-07 23:15:00,Spain
2025,11,7,95,70.55,70.55,2025-11-07 23:30:00,Spain
2025,11,7,96,63.28,63.28,2025-11-07 23:45:00,Spain
2025,11,11,1,93.5,93.5,2025-11-11 00:00:00,Spain
2025,11,11,2,91.84,91.84,2025-11-11 00:15:00,Spain
2025,11,11,3,90.24,90.24,2025-11-11 00:30:00,Spain
2025,11,11,4,89.52,89.52,2025-11-11 00:45:00,Spain
2025,11,11,5,89.76,89.76,2025-11-11 01:00:00,Spain
2025,11,11,6,89.04,89.04,2025-11-11 01:15:00,Spain
2025,11,11,7,88.68,88.68,2025-11-11 01:30:00,Spain
2025,11,11,8,87.1,87.1,2025-11-11 01:45:00,Spain
2025,11,11,9,89.76,89.76,2025-11-11 02:00:00,Spain
2025,11,11,10,89.28,89.28,2025-11-11 02:15:00,Spain
2025,11,11,11,89.04,89.04,2025-11-11 02:30:00,Spain
2025,11,11,12,88.8,88.8,2025-11-11 02:45:00,Spain
2025,11,11,13,89.28,89.28,2025-11-11 03:00:00,Spain
2025,11,11,14,89.04,89.04,2025-11-11 03:15:00,Spain
2025,11,11,15,88.8,88.8,2025-11-11 03:30:00,Spain
2025,11,11,16,88.68,88.68,2025-11-11 03:45:00,Spain
2025,11,11,17,88.68,88.68,2025-11-11 04:00:00,Spain
2025,11,11,18,88.68,88.68,2025-11-11 04:15:00,Spain
2025,11,11,19,88.68,88.68,2025-11-11 04:30:00,Spain
2025,11,11,20,88.8,88.8,2025-11-11 04:45:00,Spain
2025,11,11,21,88.68,88.68,2025-11-11 05:00:00,Spain
2025,11,11,22,87.1,87.1,2025-11-11 05:15:00,Spain
2025,11,11,23,88.68,88.68,2025-11-11 05:30:00,Spain
2025,11,11,24,89.28,89.28,2025-11-11 05:45:00,Spain
2025,11,11,25,88.68,88.68,2025-11-11 06:00:00,Spain
2025,11,11,26,89.04,89.04,2025-11-11 06:15:00,Spain
2025,11,11,27,89.76,89.76,2025-11-11 06:30:00,Spain
2025,11,11,28,91.15,91.15,2025-11-11 06:45:00,Spain
2025,11,11,29,90.26,90.26,2025-11-11 07:00:00,Spain
2025,11,11,30,92.48,92.48,2025-11-11 07:15:00,Spain
2025,11,11,31,98.11,98.11,2025-11-11 07:30:00,Spain
2025,11,11,32,98.63,98.63,2025-11-11 07:45:00,Spain
2025,11,11,33,103.59,103.59,2025-11-11 08:00:00,Spain
2025,11,11,34,98.0,98.0,2025-11-11 08:15:00,Spain
2025,11,11,35,90.0,90.0,2025-11-11 08:30:00,Spain
2025,11,11,36,82.14,82.14,2025-11-11 08:45:00,Spain
2025,11,11,37,82.35,82.35,2025-11-11 09:00:00,Spain
2025,11,11,38,69.0,69.0,2025-11-11 09:15:00,Spain
2025,11,11,39,38.6,38.6,2025-11-11 09:30:00,Spain
2025,11,11,40,14.0,14.0,2025-11-11 09:45:00,Spain
2025,11,11,41,31.68,31.68,2025-11-11 10:00:00,Spain
2025,11,11,42,14.39,14.39,2025-11-11 10:15:00,Spain
2025,11,11,43,5.0,5.0,2025-11-11 10:30:00,Spain
2025,11,11,44,1.2,1.2,2025-11-11 10:45:00,Spain
2025,11,11,45,12.64,12.64,2025-11-11 11:00:00,Spain
2025,11,11,46,12.2,12.2,2025-11-11 11:15:00,Spain
2025,11,11,47,10.0,10.0,2025-11-11 11:30:00,Spain
2025,11,11,48,7.96,7.96,2025-11-11 11:45:00,Spain
2025,11,11,49,11.82,11.82,2025-11-11 12:00:00,Spain
2025,11,11,50,12.42,12.42,2025-11-11 12:15:00,Spain
2025,11,11,51,16.57,16.57,2025-11-11 12:30:00,Spain
2025,11,11,52,11.01,11.01,2025-11-11 12:45:00,Spain
2025,11,11,53,10.0,10.0,2025-11-11 13:00:00,Spain
2025,11,11,54,10.8,10.8,2025-11-11 13:15:00,Spain
2025,11,11,55,7.96,7.96,2025-11-11 13:30:00,Spain
2025,11,11,56,5.9,5.9,2025-11-11 13:45:00,Spain
2025,11,11,57,3.0,3.0,2025-11-11 14:00:00,Spain
2025,11,11,58,3.53,3.53,2025-11-11 14:15:00,Spain
2025,11,11,59,5.11,5.11,2025-11-11 14:30:00,Spain
2025,11,11,60,10.9,10.9,2025-11-11 14:45:00,Spain
2025,11,11,61,11.0,11.0,2025-11-11 15:00:00,Spain
2025,11,11,62,10.2,10.2,2025-11-11 15:15:00,Spain
2025,11,11,63,13.27,13.27,2025-11-11 15:30:00,Spain
2025,11,11,64,16.79,16.79,2025-11-11 15:45:00,Spain
2025,11,11,65,16.79,16.79,2025-11-11 16:00:00,Spain
2025,11,11,66,32.17,32.17,2025-11-11 16:15:00,Spain
2025,11,11,67,44.6,44.6,2025-11-11 16:30:00,Spain
2025,11,11,68,74.46,74.46,2025-11-11 16:45:00,Spain
2025,11,11,69,59.9,59.9,2025-11-11 17:00:00,Spain
2025,11,11,70,76.5,76.5,2025-11-11 17:15:00,Spain
2025,11,11,71,89.76,89.76,2025-11-11 17:30:00,Spain
2025,11,11,72,92.48,92.48,2025-11-11 17:45:00,Spain
2025,11,11,73,91.84,91.84,2025-11-11 18:00:00,Spain
2025,11,11,74,92.95,92.95,2025-11-11 18:15:00,Spain
2025,11,11,75,98.0,98.0,2025-11-11 18:30:00,Spain
2025,11,11,76,100.33,100.33,2025-11-11 18:45:00,Spain
2025,11,11,77,100.95,100.95,2025-11-11 19:00:00,Spain
2025,11,11,78,102.8,102.8,2025-11-11 19:15:00,Spain
